sku,type,sku_type,weight_type,price_type,price_view,bundle_options,bundle_skus
tube_hose_fittings,"bundle",0,0,0,0,"-*",10f10:10f10:0:1:0:0:0:0;10f12:10f12:0:1:0:0:0:0;10f16:10f16:0:1:0:0:0:0;10f20:10f20:0:1:0:0:0:0;10f24:10f24:0:1:0:0:0:0;10f4:10f4:0:1:0:0:0:0;10f5:10f5:0:1:0:0:0:0;10f6:10f6:0:1:0:0:0:0;10f8:10f8:0:1:0:0:0:0;10ff10:10ff10:0:1:0:0:0:0;10ff12:10ff12:0:1:0:0:0:0;10ff16:10ff16:0:1:0:0:0:0;10ff20:10ff20:0:1:0:0:0:0;10ff24:10ff24:0:1:0:0:0:0;10ff4:10ff4:0:1:0:0:0:0;10ff5:10ff5:0:1:0:0:0:0;10ff6:10ff6:0:1:0:0:0:0;10ff8:10ff8:0:1:0:0:0:0;5ff108:5ff108:0:1:0:0:0:0;5ff1210:5ff1210:0:1:0:0:0:0;5ff128:5ff128:0:1:0:0:0:0;5ff1612:5ff1612:0:1:0:0:0:0;5ff2016:5ff2016:0:1:0:0:0:0;5ff2416:5ff2416:0:1:0:0:0:0;5ff2420:5ff2420:0:1:0:0:0:0;5ff54:5ff54:0:1:0:0:0:0;5ff64:5ff64:0:1:0:0:0:0;5ff65:5ff65:0:1:0:0:0:0;5ff86:5ff86:0:1:0:0:0:0;5mf108:5mf108:0:1:0:0:0:0;5mf1210:5mf1210:0:1:0:0:0:0;5mf128:5mf128:0:1:0:0:0:0;5mf1612:5mf1612:0:1:0:0:0:0;5mf2016:5mf2016:0:1:0:0:0:0;5mf2416:5mf2416:0:1:0:0:0:0;5mf2420:5mf2420:0:1:0:0:0:0;5mf54:5mf54:0:1:0:0:0:0;5mf64:5mf64:0:1:0:0:0:0;5mf65:5mf65:0:1:0:0:0:0;5mf86:5mf86:0:1:0:0:0:0;5mm1012:5mm1012:0:1:0:0:0:0;5mm1216:5mm1216:0:1:0:0:0:0;5mm1620:5mm1620:0:1:0:0:0:0;5mm1624:5mm1624:0:1:0:0:0:0;5mm2024:5mm2024:0:1:0:0:0:0;5mm45:5mm45:0:1:0:0:0:0;5mm46:5mm46:0:1:0:0:0:0;5mm56:5mm56:0:1:0:0:0:0;5mm68:5mm68:0:1:0:0:0:0;5mm810:5mm810:0:1:0:0:0:0;5mm812:5mm812:0:1:0:0:0:0;10mf1012:10mf1012:0:1:0:0:0:0;10mf1216:10mf1216:0:1:0:0:0:0;10mf1620:10mf1620:0:1:0:0:0:0;10mf1624:10mf1624:0:1:0:0:0:0;10mf2024:10mf2024:0:1:0:0:0:0;10mf45:10mf45:0:1:0:0:0:0;10mf46:10mf46:0:1:0:0:0:0;10mf56:10mf56:0:1:0:0:0:0;10mf68:10mf68:0:1:0:0:0:0;10mf810:10mf810:0:1:0:0:0:0;10mf812:10mf812:0:1:0:0:0:0;10sm10:10sm10:0:1:0:0:0:0;10sm12:10sm12:0:1:0:0:0:0;10sm16:10sm16:0:1:0:0:0:0;10sm20:10sm20:0:1:0:0:0:0;10sm24:10sm24:0:1:0:0:0:0;10sm4:10sm4:0:1:0:0:0:0;10sm5:10sm5:0:1:0:0:0:0;10sm6:10sm6:0:1:0:0:0:0;10sm8:10sm8:0:1:0:0:0:0;15mf10:15mf10:0:1:0:0:0:0;15mf12:15mf12:0:1:0:0:0:0;15mf16:15mf16:0:1:0:0:0:0;15mf20:15mf20:0:1:0:0:0:0;15mf24:15mf24:0:1:0:0:0:0;15mf5:15mf5:0:1:0:0:0:0;15mf6:15mf6:0:1:0:0:0:0;15mf8:15mf8:0:1:0:0:0:0;20mf10:20mf10:0:1:0:0:0:0;20mf12:20mf12:0:1:0:0:0:0;20mf16:20mf16:0:1:0:0:0:0;20mf20:20mf20:0:1:0:0:0:0;20mf24:20mf24:0:1:0:0:0:0;20mf5:20mf5:0:1:0:0:0:0;20mf8:20mf8:0:1:0:0:0:0;30ff10:30ff10:0:1:0:0:0:0;30ff12:30ff12:0:1:0:0:0:0;30ff16:30ff16:0:1:0:0:0:0;30ff24:30ff24:0:1:0:0:0:0;30ff4:30ff4:0:1:0:0:0:0;30ff8:30ff8:0:1:0:0:0:0;30mm10:30mm10:0:1:0:0:0:0;30mm12:30mm12:0:1:0:0:0:0;30mm16:30mm16:0:1:0:0:0:0;30mm20:30mm20:0:1:0:0:0:0;30mm24:30mm24:0:1:0:0:0:0;30mm5:30mm5:0:1:0:0:0:0;30mm6:30mm6:0:1:0:0:0:0;30mm8:30mm8:0:1:0:0:0:0;45ff10:45ff10:0:1:0:0:0:0;45ff12:45ff12:0:1:0:0:0:0;45ff16:45ff16:0:1:0:0:0:0;45ff20:45ff20:0:1:0:0:0:0;45ff24:45ff24:0:1:0:0:0:0;45ff4:45ff4:0:1:0:0:0:0;45ff5:45ff5:0:1:0:0:0:0;45ff6:45ff6:0:1:0:0:0:0;45ff8:45ff8:0:1:0:0:0:0;45mf10:45mf10:0:1:0:0:0:0;45mf12:45mf12:0:1:0:0:0:0;45mf16:45mf16:0:1:0:0:0:0;45mf20:45mf20:0:1:0:0:0:0;45mf24:45mf24:0:1:0:0:0:0;45mf4:45mf4:0:1:0:0:0:0;45mf5:45mf5:0:1:0:0:0:0;45mf6:45mf6:0:1:0:0:0:0;45mf8:45mf8:0:1:0:0:0:0;45mh8:45mh8:0:1:0:0:0:0;45mm10:45mm10:0:1:0:0:0:0;45mm12:45mm12:0:1:0:0:0:0;45mm16:45mm16:0:1:0:0:0:0;45mm20:45mm20:0:1:0:0:0:0;45mm24:45mm24:0:1:0:0:0:0;45mm4:45mm4:0:1:0:0:0:0;45mm5:45mm5:0:1:0:0:0:0;45mm6:45mm6:0:1:0:0:0:0;45mm8:45mm8:0:1:0:0:0:0;90ff10:90ff10:0:1:0:0:0:0;90ff12:90ff12:0:1:0:0:0:0;90ff16:90ff16:0:1:0:0:0:0;90ff20:90ff20:0:1:0:0:0:0;90ff24:90ff24:0:1:0:0:0:0;90ff4:90ff4:0:1:0:0:0:0;90ff5:90ff5:0:1:0:0:0:0;90ff6:90ff6:0:1:0:0:0:0;90ff8:90ff8:0:1:0:0:0:0;90mf10:90mf10:0:1:0:0:0:0;90mf12:90mf12:0:1:0:0:0:0;90mf16:90mf16:0:1:0:0:0:0;90mf20:90mf20:0:1:0:0:0:0;90mf24:90mf24:0:1:0:0:0:0;90mf4:90mf4:0:1:0:0:0:0;90mf5:90mf5:0:1:0:0:0:0;90mf6:90mf6:0:1:0:0:0:0;90mf8:90mf8:0:1:0:0:0:0;90mh10:90mh10:0:1:0:0:0:0;90mh12:90mh12:0:1:0:0:0:0;90mh16:90mh16:0:1:0:0:0:0;90mh20:90mh20:0:1:0:0:0:0;90mh24:90mh24:0:1:0:0:0:0;90mh4:90mh4:0:1:0:0:0:0;90mh6:90mh6:0:1:0:0:0:0;90mh8:90mh8:0:1:0:0:0:0;90mm10:90mm10:0:1:0:0:0:0;90mm12:90mm12:0:1:0:0:0:0;90mm16:90mm16:0:1:0:0:0:0;90mm20:90mm20:0:1:0:0:0:0;90mm24:90mm24:0:1:0:0:0:0;90mm4:90mm4:0:1:0:0:0:0;90mm5:90mm5:0:1:0:0:0:0;90mm6:90mm6:0:1:0:0:0:0;90mm8:90mm8:0:1:0:0:0:0;180ff10:180ff10:0:1:0:0:0:0;180ff12:180ff12:0:1:0:0:0:0;180ff16:180ff16:0:1:0:0:0:0;180ff20:180ff20:0:1:0:0:0:0;180ff24:180ff24:0:1:0:0:0:0;180ff4:180ff4:0:1:0:0:0:0;180ff5:180ff5:0:1:0:0:0:0;180ff6:180ff6:0:1:0:0:0:0;180ff8:180ff8:0:1:0:0:0:0;180mf10:180mf10:0:1:0:0:0:0;180mf12:180mf12:0:1:0:0:0:0;180mf16:180mf16:0:1:0:0:0:0;180mf20:180mf20:0:1:0:0:0:0;180mf24:180mf24:0:1:0:0:0:0;180mf4:180mf4:0:1:0:0:0:0;180mf5:180mf5:0:1:0:0:0:0;180mf6:180mf6:0:1:0:0:0:0;180mf8:180mf8:0:1:0:0:0:0;180mm10:180mm10:0:1:0:0:0:0;180mm12:180mm12:0:1:0:0:0:0;180mm16:180mm16:0:1:0:0:0:0;180mm20:180mm20:0:1:0:0:0:0;180mm24:180mm24:0:1:0:0:0:0;180mm4:180mm4:0:1:0:0:0:0;180mm5:180mm5:0:1:0:0:0:0;180mm6:180mm6:0:1:0:0:0:0;180mm8:180mm8:0:1:0:0:0:0;
